Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses03M_script03_2_M000 [008.0977-013.9804]: Yes.,N/A,N/A,N/A,N/A,0,N/A,['yes']
2,The real cause of that rile was Peter Burden.,5.093333333333333,3.83,4.733333333333333,neutral,3 out of 5,"['real', 'cause', 'burden']","['real', 'cause', 'rile', 'peter', 'burden']"
3,"Ses03M_script03_2_F000 [013.4546-016.7831]: Oh, come on, you knew there was nothing in that.",6.23,3.4050000000000002,5.86,positive,2 out of 4,"['come', 'know']","['oh', 'come', 'know', 'nothing']"
4,Ses03M_script03_2_M001 [016.1538-019.1187]: I knew nothing of the sort.,6.82,3.24,5.78,positive,1 out of 3,['know'],"['know', 'nothing', 'sort']"
5,You took presents from him.,5.835,4.67,5.74,neutral,2 out of 2,"['take', 'present']","['take', 'present']"
6,Ses03M_script03_2_F001 [018.6039-021.6976]: Presents?,6.85,4.82,6.65,positive,1 out of 1,['present'],['present']
7,A trivial little broach.,4.83,3.77,4.82,neutral,3 out of 3,"['trivial', 'little', 'broach']","['trivial', 'little', 'broach']"
8,Ses03M_script03_2_M002 [020.7010-027.7190]: Mmm Hmm.,N/A,N/A,N/A,N/A,0,N/A,"['mmm', 'hmm']"
9,I remember it well.,6.5,3.14,6.31,positive,1 out of 2,['remember'],"['remember', 'well']"
10,Bristling with diamonds in the worst possible taste.,6.883333333333333,4.696666666666666,6.323333333333333,positive,3 out of 5,"['diamond', 'possible', 'taste']","['bristle', 'diamond', 'worst', 'possible', 'taste']"
11,Ses03M_script03_2_F002 [026.7431-030.8450]: Not at all.,N/A,N/A,N/A,N/A,0,N/A,[]
12,It was very pretty.,7.7,5.5,6.7,positive,1 out of 1,['pretty'],['pretty']
13,I still have it and I wear it often.,6.36,3.33,5.72,positive,1 out of 3,['wear'],"['still', 'wear', 'often']"
