Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,"Ses02M_impro04_M000 [003.6516-006.4730]: Uhm, I don't know
Ses02M_impro04_F000 [005.1157-006.9185]: So how you feeling?",4.725,5.404999999999999,4.859999999999999,neutral,2 out of 3,"['neg-know', 'feel']","['uhm', 'know', 'feel']"
2,"Ses02M_impro04_M001 [006.4730-009.4965]: I don't know what I'm going to do about this; I mean
Ses02M_impro04_M002 [010.8729-013.3083]: I have got to get a job, you know?",5.224285714285714,4.43,5.034285714285715,neutral,7 out of 7,"['neg-know', 'go', 'mean', 'get', 'get', 'job', 'know']","['know', 'go', 'mean', 'get', 'get', 'job', 'know']"
3,"Like-
Ses02M_impro04_F001 [013.1185-016.2387]: You've been doing a lot of work for it, right?",6.6033333333333335,4.576666666666667,6.5200000000000005,positive,3 out of 4,"['like', 'work', 'right']","['like', 'lot', 'work', 'right']"
4,"Ses02M_impro04_M003 [016.0012-020.9300]: Well, yea you know, I get my resumes and I mean I-
Ses02M_impro04_F002 [024.9578-028.1900]: Right, so the fact you doing the best that you can is -
Ses02M_impro04_M004 [020.9900-026.2590]: I go out all the places I can, every place that'll give an interview you know.",5.920833333333333,4.145,5.8775,neutral,12 out of 16,"['know', 'get', 'resume', 'mean', 'right', 'fact', 'go', 'place', 'place', 'give', 'interview', 'know']","['well', 'yea', 'know', 'get', 'resume', 'mean', 'right', 'fact', 'best', 'go', 'place', 'every', 'place', 'give', 'interview', 'know']"
5,"Ses02M_impro04_F003 [028.2000-031.7400]: you know you shouldn't give yourself a hard time for that, it's the best you can.",4.76,4.145,4.845000000000001,neutral,4 out of 5,"['know', 'neg-give', 'hard', 'time']","['know', 'give', 'hard', 'time', 'best']"
6,"Ses02M_impro04_M005 [031.6000-037.9371]: But it's been so long, like what - what am I - what am I waiting -- I should probably just do something else, or
Ses02M_impro04_F004 [037.9351-040.8943]: Well, but you care about what you do, right?",6.7375,3.9225000000000003,6.3275,positive,4 out of 9,"['like', 'wait', 'care', 'right']","['long', 'like', 'wait', 'probably', 'something', 'else', 'well', 'care', 'right']"
7,"Ses02M_impro04_M006 [037.9705-041.5407]: I don't know, I mean why - why
Ses02M_impro04_M007 [041.6743-054.6257]: Yea, but it's - it's almost like it's not worth it you know, if I'm going to waste to have my life like trying to get a job, I mean once I actually do get the job it's like oh, retirement or something.",5.530625,4.42125,5.295,neutral,16 out of 22,"['neg-know', 'mean', 'like', 'know', 'go', 'waste', 'life', 'like', 'try', 'get', 'job', 'mean', 'get', 'job', 'like', 'retirement']","['know', 'mean', 'yea', 'almost', 'like', 'worth', 'know', 'go', 'waste', 'life', 'like', 'try', 'get', 'job', 'mean', 'actually', 'get', 'job', 'like', 'oh', 'retirement', 'something']"
8,"I don't know, you know.",5.0,5.0,5.0,neutral,2 out of 2,"['neg-know', 'know']","['know', 'know']"
9,"F: Yeah
Ses02M_impro04_F005 [054.7510-061.4736]: I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh
Ses02M_impro04_M008 [060.9668-066.3650]: Well, and that's what I begin to question after a while is maybe I just don't want it, maybe it's not even worth it, you know, like
Ses02M_impro04_M009 [066.4532-073.5619]: I don't even know if it's going to be worth it because I can't break myself in, you know like I can't - can't even get a foot in the door you know.",5.760526315789474,4.1957894736842105,5.524210526315789,neutral,19 out of 34,"['understand', 'frustrating', 'know', 'want', 'know', 'begin', 'question', 'neg-want', 'know', 'like', 'neg-know', 'go', 'neg-break', 'know', 'like', 'neg-get', 'foot', 'door', 'know']","['f', 'yeah', 'understand', 'frustrating', 'know', 'really', 'want', 'know', 'uh', 'well', 'begin', 'question', 'maybe', 'want', 'maybe', 'even', 'worth', 'know', 'like', 'even', 'know', 'go', 'worth', 'ca', 'break', 'know', 'like', 'ca', 'ca', 'even', 'get', 'foot', 'door', 'know']"
10,"Ses02M_impro04_F006 [073.8543-079.1665]: Well, I mean you're still here you've tried for this long so I think that says something all in itself.",5.165,4.2475,5.8725000000000005,neutral,4 out of 8,"['mean', 'try', 'think', 'say']","['well', 'mean', 'still', 'try', 'long', 'think', 'say', 'something']"
11,"Ses02M_impro04_M010 [078.9722-085.4061]: Yea, it says I'm stupid enough to be trying this long and not move on somewhere else.",4.859999999999999,4.6325,5.4325,neutral,4 out of 9,"['say', 'stupid', 'try', 'neg-move']","['yea', 'say', 'stupid', 'enough', 'try', 'long', 'move', 'somewhere', 'else']"
12,F: No it means you have persistence.,6.890000000000001,5.57,5.915,positive,2 out of 3,"['neg-mean', 'persistence']","['f', 'mean', 'persistence']"
13,Ses02M_impro04_F007 [085.5106-089.9409]: You are persistence.,6.21,5.95,6.0,positive,1 out of 1,['persistence'],['persistence']
14,I mean that's important.,4.625,4.76,5.279999999999999,neutral,2 out of 2,"['mean', 'important']","['mean', 'important']"
15,"that's
Ses02M_impro04_M011 [088.3105-099.2349]: I mean, I can't- I can't be persistent forever, you know, you can't not have a job forever, you know, I've got- I've got to do something, I've got to make money and get food on the table.",5.7907692307692304,4.200769230769231,5.546923076923077,neutral,13 out of 19,"['mean', 'neg-persistent', 'know', 'neg-job', 'know', 'get', 'get', 'get', 'make', 'money', 'get', 'food', 'table']","['mean', 'ca', 'ca', 'persistent', 'forever', 'know', 'ca', 'job', 'forever', 'know', 'get', 'get', 'something', 'get', 'make', 'money', 'get', 'food', 'table']"
16,"Ses02M_impro04_F008 [096.7713-103.3594]: Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.",5.715714285714285,4.23,5.331428571428572,neutral,7 out of 8,"['talented', 'keep', 'mind', 'know', 'neg-give', 'hard', 'time']","['well', 'talented', 'keep', 'mind', 'know', 'give', 'hard', 'time']"
17,"Ses02M_impro04_M012 [103.4023-110.5203]: I mean, maybe I'm not, you know.",2.8049999999999997,5.785,4.195,negative,2 out of 3,"['mean', 'neg-know']","['mean', 'maybe', 'know']"
18,I don't have a job.,4.36,6.0,5.56,neutral,1 out of 1,['neg-job'],['job']
19,"Maybe - maybe I'm not as good as-as I thought I was and
Ses02M_impro04_M013 [110.7240-117.3947]: I just got a whole skewed opinion on just how this is supposed to work out and
Ses02M_impro04_F009 [117.7600-119.5800]: I'm sorry.",5.28125,4.25625,5.6425,neutral,8 out of 11,"['neg-good', 'think', 'get', 'whole', 'opinion', 'suppose', 'work', 'sorry']","['maybe', 'maybe', 'good', 'think', 'get', 'whole', 'skewed', 'opinion', 'suppose', 'work', 'sorry']"
20,"Ses02M_impro04_M014 [117.9015-123.4099]: I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking
Ses02M_impro04_M015 [123.5710-128.1600]: maybe - maybe take up painting, I don't know, you know.",4.973333333333334,5.004444444444444,5.232222222222222,neutral,9 out of 12,"['neg-know', 'neg-know', 'neg-know', 'know', 'think', 'take', 'painting', 'neg-know', 'know']","['know', 'know', 'know', 'really', 'know', 'think', 'maybe', 'maybe', 'take', 'painting', 'know', 'know']"
21,"Ses02M_impro04_M016 [128.1700-133.7877]: Do something that I don't have to go out and do something, stay at home, I don't know.",5.12,4.705,5.342499999999999,neutral,4 out of 6,"['neg-go', 'stay', 'home', 'neg-know']","['something', 'go', 'something', 'stay', 'home', 'know']"
22,Ses02M_impro04_M017 [133.8097-141.1249]: Seems like the only option at this point because obviously the outer world has just rejected me of all possible employment.,5.8277777777777775,4.002222222222223,5.3966666666666665,neutral,9 out of 10,"['seem', 'like', 'option', 'point', 'outer', 'world', 'reject', 'possible', 'employment']","['seem', 'like', 'option', 'point', 'obviously', 'outer', 'world', 'reject', 'possible', 'employment']"
23,Ses02M_impro04_F010 [139.5605-145.0028]: That's- I mean.,2.43,4.81,4.17,negative,1 out of 1,['mean'],['mean']
24,"There are more factors then just whether you're good or not, you know what I mean like
Ses02M_impro04_F011 [145.0661-155.5569]: and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.",5.787142857142857,4.111428571428571,5.585714285714285,neutral,21 out of 24,"['factor', 'good', 'neg-know', 'mean', 'like', 'fact', 'know', 'different', 'type', 'thing', 'kind', 'people', 'want', 'office', 'male', 'female', 'know', 'mean', 'like', 'thing', 'control']","['factor', 'whether', 'good', 'know', 'mean', 'like', 'fact', 'know', 'always', 'different', 'type', 'thing', 'kind', 'people', 'want', 'office', 'whether', 'male', 'female', 'know', 'mean', 'like', 'thing', 'control']"
25,Ses02M_impro04_F012 [155.6450-159.2365]: So you should take that in consideration rather than giving yourself such a hard time.,5.78,4.09,5.396,neutral,5 out of 6,"['take', 'consideration', 'give', 'hard', 'time']","['take', 'consideration', 'rather', 'give', 'hard', 'time']"
26,"Ses02M_impro04_M018 [157.4958-167.7000]: I know, but I mean- if that's the - you know, I'm either like the worst at this or just the most unlucky person on the planet I mean this doesn't
Ses02M_impro04_F013 [167.7833-174.1000]: It might be the latter I don't know because you're not the worst, I mean you're great, you very talented at what you do.",5.1725,4.453333333333333,5.301666666666667,neutral,12 out of 17,"['know', 'mean', 'know', 'like', 'unlucky', 'person', 'planet', 'mean', 'neg-know', 'mean', 'great', 'talented']","['know', 'mean', 'know', 'either', 'like', 'worst', 'unlucky', 'person', 'planet', 'mean', 'might', 'latter', 'know', 'worst', 'mean', 'great', 'talented']"
27,Ses02M_impro04_M019 [167.7100-170.9900]: this doesn't happen to a normal person.,5.59,4.19,5.62,neutral,3 out of 3,"['neg-happen', 'normal', 'person']","['happen', 'normal', 'person']"
28,"Ses02M_impro04_F014 [174.1100-180.8000]: You know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering.",6.795714285714285,3.725714285714286,6.212857142857143,positive,7 out of 9,"['know', 'fact', 'cooking', 'like', 'good', 'think', 'reconsider']","['know', 'fact', 'still', 'still', 'cooking', 'like', 'good', 'think', 'reconsider']"
29,"Ses02M_impro04_F015 [180.8100-188.2546]: But like, just because you're considering why it's been so difficult doesn't mean you should just stop.",6.016,4.178,5.402,positive,5 out of 5,"['like', 'consider', 'difficult', 'neg-mean', 'stop']","['like', 'consider', 'difficult', 'mean', 'stop']"
30,"Ses02M_impro04_M020 [188.6831-195.9884]: I mean, I don't know, I don't see - I don't see any other way - any other way around it right now.",4.601428571428571,4.938571428571429,4.744285714285715,neutral,7 out of 8,"['mean', 'neg-know', 'neg-see', 'neg-see', 'way', 'way', 'right']","['mean', 'know', 'see', 'see', 'way', 'way', 'around', 'right']"
31,"Ses02M_impro04_F016 [196.1824-201.1541]: Maybe you should take a little break from it, but I don't think you should stop.",4.776,4.764,4.614,neutral,5 out of 6,"['take', 'little', 'break', 'neg-think', 'stop']","['maybe', 'take', 'little', 'break', 'think', 'stop']"
32,"M: Maybe-
Ses02M_impro04_M021 [201.2104-203.4798]: What am I going to do on a break?",5.71,4.785,4.915,neutral,2 out of 3,"['go', 'break']","['maybe', 'go', 'break']"
33,"Ses02M_impro04_F017 [203.2900-215.0474]: Get out of town or something, I mean you need - you need to clear your head 'cause you seem like you're really frustrated about it.",5.245,3.983,5.18,neutral,10 out of 12,"['get', 'town', 'mean', 'need', 'need', 'clear', 'head', 'seem', 'like', 'frustrated']","['get', 'town', 'something', 'mean', 'need', 'need', 'clear', 'head', 'seem', 'like', 'really', 'frustrated']"
34,"I mean you need to like, be excited about you're doing, rather than, you know upset.",5.3966666666666665,4.536666666666667,5.23,neutral,6 out of 7,"['mean', 'need', 'like', 'excite', 'know', 'upset']","['mean', 'need', 'like', 'excite', 'rather', 'know', 'upset']"
35,Ses02M_impro04_M022 [214.4085-217.5372]: Right.,7.32,5.0,7.16,positive,1 out of 1,['right'],['right']
36,Thanks for talking to me.,7.1850000000000005,3.715,6.58,positive,2 out of 2,"['thanks', 'talk']","['thanks', 'talk']"
