Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses05F_script01_3_F000 [005.4211-008.7432]: You're the only one I know who loves his parents.,6.91,3.8525,5.5649999999999995,positive,4 out of 4,"['one', 'know', 'love', 'parent']","['one', 'know', 'love', 'parent']"
2,Ses05F_script01_3_M000 [008.3326-012.4188]: I know.,6.82,3.24,5.78,positive,1 out of 1,['know'],['know']
3,It's going out of style isn't it?,6.5649999999999995,4.73,6.4,positive,2 out of 2,"['go', 'style']","['go', 'style']"
4,"Ses05F_script01_3_F001 [011.8580-013.6306]: No, it's good.",7.89,3.66,6.41,positive,1 out of 1,['good'],['good']
5,Ses05F_script01_3_F002 [015.3432-020.1605]: It's so lovely here.,7.55,3.95,6.38,positive,1 out of 1,['lovely'],['lovely']
6,The air is sweet.,7.24,3.695,5.92,positive,2 out of 2,"['air', 'sweet']","['air', 'sweet']"
7,Ses05F_script01_3_M001 [020.2306-022.3539]: So you're not sorry you came?,4.775,5.904999999999999,4.205,neutral,2 out of 2,"['neg-sorry', 'neg-come']","['sorry', 'come']"
8,Ses05F_script01_3_F003 [021.9032-026.8707]: No.,N/A,N/A,N/A,N/A,0,N/A,[]
9,But I'm not going to stay.,3.77,6.0,4.48,negative,2 out of 2,"['neg-go', 'neg-stay']","['go', 'stay']"
10,Ses05F_script01_3_M002 [027.1111-028.6434]: Why?,N/A,N/A,N/A,N/A,0,N/A,[]
11,Ses05F_script01_3_F004 [028.6434-031.5600]: Well your mother has much as told me to leave.,5.826666666666666,4.356666666666667,5.506666666666667,neutral,3 out of 5,"['mother', 'tell', 'leave']","['well', 'mother', 'much', 'tell', 'leave']"
12,"Ses05F_script01_3_M003 [031.0871-032.1086]: Well--
Ses05F_script01_3_F005 [031.8182-039.2895]: Well, you saw that!",4.16,4.18,4.67,neutral,1 out of 3,['saw'],"['well', 'well', 'saw']"
13,And you.,N/A,N/A,N/A,N/A,0,N/A,[]
14,"You've been-
Ses05F_script01_3_M004 [039.0692-040.6300]: What?",N/A,N/A,N/A,N/A,0,N/A,[]
15,Ses05F_script01_3_F006 [041.1223-044.5000]: Well sort of embarrassed soon as I came.,4.574999999999999,4.475,4.805,neutral,2 out of 5,"['embarrassed', 'come']","['well', 'sort', 'embarrassed', 'soon', 'come']"
16,Ses05F_script01_3_M005 [044.9982-055.0133]: Well the plan was to kind of sneak up on you over a period of a week or so.,5.37,4.006,6.1080000000000005,neutral,5 out of 6,"['plan', 'kind', 'sneak', 'period', 'week']","['well', 'plan', 'kind', 'sneak', 'period', 'week']"
17,But uh- they take it for granted that we're all set.,5.025,3.8099999999999996,5.32,neutral,2 out of 4,"['take', 'set']","['uh', 'take', 'grant', 'set']"
18,Ses05F_script01_3_F007 [055.0634-059.4100]: I figured they would- your mother at least.,6.176666666666667,4.07,5.8133333333333335,positive,3 out of 4,"['figure', 'would', 'mother']","['figure', 'would', 'mother', 'least']"
19,Ses05F_script01_3_M006 [060.0410-062.4200]: How did you know?,6.82,3.24,5.78,positive,1 out of 1,['know'],['know']
20,"Ses05F_script01_3_F008 [062.5848-066.9114]: Well, from her point of view why else would I come?",5.9175,3.635,6.2475000000000005,neutral,4 out of 6,"['point', 'view', 'would', 'come']","['well', 'point', 'view', 'else', 'would', 'come']"
21,"Ses05F_script01_3_M007 [067.1718-079.4103]: Well, would you want to?",5.955,4.55,5.665,neutral,2 out of 3,"['would', 'want']","['well', 'would', 'want']"
22,I guess you know this is why I asked you to come.,5.8975,3.5375,5.725,neutral,4 out of 4,"['guess', 'know', 'ask', 'come']","['guess', 'know', 'ask', 'come']"
23,Ses05F_script01_3_F009 [080.2716-084.1875]: I guess this is why I came.,5.41,3.715,5.415,neutral,2 out of 2,"['guess', 'come']","['guess', 'come']"
24,"Ses05F_script01_3_M008 [085.5400-094.3100]: Anne, I love you.",8.0,5.36,5.92,positive,1 out of 2,['love'],"['anne', 'love']"
25,I love you a great deal.,7.213333333333333,4.466666666666667,6.23,positive,3 out of 3,"['love', 'great', 'deal']","['love', 'great', 'deal']"
26,I love you!,8.0,5.36,5.92,positive,1 out of 1,['love'],['love']
27,"Ses05F_script01_3_M009 [094.3104-109.8564]: I- I -I have no imagination, that's all I know what to say, I-I'm embarrassing you.",4.76,4.8025,4.995,neutral,4 out of 4,"['neg-imagination', 'know', 'say', 'embarrassing']","['imagination', 'know', 'say', 'embarrassing']"
28,I I didn't want to tell you here.,4.365,5.425000000000001,4.835,neutral,2 out of 2,"['neg-want', 'neg-tell']","['want', 'tell']"
29,"I wanted it to be some place different, some place where we could be new to each other you know.",6.355,4.11,5.986666666666666,positive,6 out of 7,"['want', 'place', 'different', 'place', 'new', 'know']","['want', 'place', 'different', 'place', 'could', 'new', 'know']"
30,"Ses05F_script01_3_M010 [110.0000-122.3654]: You feel it's wrong here, don't you- this yard, this chair?",5.275,3.9699999999999998,5.0025,neutral,4 out of 4,"['feel', 'wrong', 'yard', 'chair']","['feel', 'wrong', 'yard', 'chair']"
31,I want you to be ready for me Annie.,6.32,4.595,5.725,positive,2 out of 3,"['want', 'ready']","['want', 'ready', 'annie']"
32,I don't want to win you away from anything.,3.515,4.55,3.375,negative,2 out of 4,"['neg-want', 'neg-win']","['want', 'win', 'away', 'anything']"
