Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses03M_impro02_M000 [005.7703-009.1927]: Hey sweetie.,7.56,4.35,5.89,positive,1 out of 2,['sweetie'],"['hey', 'sweetie']"
2,Ses03M_impro02_M001 [018.5048-020.6139]: Hey.,N/A,N/A,N/A,N/A,0,N/A,['hey']
3,Ses03M_impro02_F000 [005.8897-008.6953]: Um.,N/A,N/A,N/A,N/A,0,N/A,['um']
4,Ses03M_impro02_F001 [008.7550-016.5375]: How's it- going?,6.32,4.86,5.33,positive,1 out of 1,['go'],['go']
5,Oh I'm so tired.,4.29,3.67,5.06,neutral,1 out of 2,['tired'],"['oh', 'tired']"
6,"Oh, I just woke up.",6.57,3.8,5.71,positive,1 out of 2,['wake'],"['oh', 'wake']"
7,Mmm.,N/A,N/A,N/A,N/A,0,N/A,['mmm']
8,Ses03M_impro02_F002 [017.0722-019.3803]: What's going on?,6.32,4.86,5.33,positive,1 out of 1,['go'],['go']
9,"Ses03M_impro02_M002 [021.6685-024.6731]: Uh, -Um
Ses03M_impro02_F003 [020.0369-022.7032]: Why the sad face?",4.23,4.04,4.9,neutral,2 out of 4,"['sad', 'face']","['uh', 'um', 'sad', 'face']"
10,"Ses03M_impro02_M003 [024.7924-029.4375]: they need me out there sooner than I thought
Ses03M_impro02_F004 [030.0852-034.4229]: Where?",6.0649999999999995,3.71,5.779999999999999,positive,2 out of 3,"['need', 'think']","['need', 'sooner', 'think']"
11,Who?,N/A,N/A,N/A,N/A,0,N/A,[]
12,What are you talking about?,6.64,3.38,6.44,positive,1 out of 1,['talk'],['talk']
13,Ses03M_impro02_M004 [033.8658-038.4223]: They want to deploy me next week.,5.173333333333333,4.526666666666666,5.19,neutral,3 out of 4,"['want', 'deploy', 'week']","['want', 'deploy', 'next', 'week']"
14,Ses03M_impro02_F005 [037.3677-039.1784]: Next week?,5.27,3.33,5.28,neutral,1 out of 2,['week'],"['next', 'week']"
15,Ses03M_impro02_F006 [039.2580-041.5661]: Overseas?,N/A,N/A,N/A,N/A,0,N/A,['overseas']
16,"Ses03M_impro02_M005 [042.6008-044.6702]: For--
Ses03M_impro02_F007 [044.1130-046.6997]: For how long this time?",5.6,3.41,4.36,neutral,1 out of 2,['time'],"['long', 'time']"
17,Ses03M_impro02_M006 [046.0650-048.8288]: They said anywhere from two to three years.,5.8475,3.6174999999999997,5.797499999999999,neutral,4 out of 5,"['say', 'two', 'three', 'year']","['say', 'anywhere', 'two', 'three', 'year']"
