Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses01F_script03_2_M000 [003.1785-006.2400]: We were very much younger then.,N/A,N/A,N/A,N/A,0,N/A,"['much', 'younger']"
2,Ses01F_script03_2_F000 [004.8100-010.0600]: And very much sillier.,N/A,N/A,N/A,N/A,0,N/A,"['much', 'sillier']"
3,Ses01F_script03_2_M001 [009.5600-016.0125]: However I believe the real cause of that row was Peter Burden.,5.562,3.642,5.364,neutral,5 out of 7,"['believe', 'real', 'cause', 'row', 'burden']","['however', 'believe', 'real', 'cause', 'row', 'peter', 'burden']"
4,Ses01F_script03_2_F001 [015.4800-019.5500]: Oh.,N/A,N/A,N/A,N/A,0,N/A,['oh']
5,You knew there was nothing in that.,6.82,3.24,5.78,positive,1 out of 2,['know'],"['know', 'nothing']"
6,Ses01F_script03_2_M002 [018.6600-023.0400]: I knew nothing of the sort.,6.82,3.24,5.78,positive,1 out of 3,['know'],"['know', 'nothing', 'sort']"
7,You took presents from him.,5.835,4.67,5.74,neutral,2 out of 2,"['take', 'present']","['take', 'present']"
8,Ses01F_script03_2_F002 [022.3100-026.1300]: Presents?,6.85,4.82,6.65,positive,1 out of 1,['present'],['present']
9,"It was only a trivial, little brooch.",5.116666666666667,3.8866666666666667,4.963333333333333,neutral,3 out of 3,"['trivial', 'little', 'brooch']","['trivial', 'little', 'brooch']"
10,Ses01F_script03_2_M003 [025.7100-029.8700]: It was bristling with diamonds.,6.88,5.82,5.64,positive,1 out of 2,['diamond'],"['bristle', 'diamond']"
11,"In the worst possible taste, too.",6.885,4.135,6.665,positive,2 out of 3,"['possible', 'taste']","['worst', 'possible', 'taste']"
12,Ses01F_script03_2_F003 [029.2200-034.5800]: It was not.,N/A,N/A,N/A,N/A,0,N/A,[]
13,"I still have it, and I wear it often.",6.36,3.33,5.72,positive,1 out of 3,['wear'],"['still', 'wear', 'often']"
14,It is very pretty.,7.7,5.5,6.7,positive,1 out of 1,['pretty'],['pretty']
15,Ses01F_script03_2_M004 [034.2100-038.4400]: You went out of your way to torture me over Peter Burden.,4.17,4.2025,4.015,neutral,4 out of 5,"['go', 'way', 'torture', 'burden']","['go', 'way', 'torture', 'peter', 'burden']"
16,Ses01F_script03_2_F004 [037.5000-043.1500]: I did not.,N/A,N/A,N/A,N/A,0,N/A,[]
17,You worked that whole thing up in your jealous imagination.,5.212,4.3100000000000005,5.8,neutral,5 out of 5,"['work', 'whole', 'thing', 'jealous', 'imagination']","['work', 'whole', 'thing', 'jealous', 'imagination']"
18,"Ses01F_script03_2_M005 [042.2500-047.1200]: Well, you let him kiss you, huh?",6.865,4.38,6.289999999999999,positive,2 out of 4,"['let', 'kiss']","['well', 'let', 'kiss', 'huh']"
19,You said you did.,5.91,4.43,6.88,neutral,1 out of 1,['say'],['say']
20,"Ses01F_script03_2_F005 [046.7500-048.7825]: Well, what of it?",N/A,N/A,N/A,N/A,0,N/A,['well']
21,Ses01F_script03_2_M006 [048.1600-049.9500]: What of it?,N/A,N/A,N/A,N/A,0,N/A,[]
22,Ses01F_script03_2_F006 [049.4100-053.4700]: It gave him a lot of pleasure and it didn't hurt me.,7.693333333333333,5.55,6.39,positive,3 out of 4,"['give', 'pleasure', 'neg-hurt']","['give', 'lot', 'pleasure', 'hurt']"
23,Ses01F_script03_2_M007 [052.6700-055.2693]: What about me?,N/A,N/A,N/A,N/A,0,N/A,[]
24,"Ses01F_script03_2_F007 [054.7489-061.4654]: If you hadn't been so suspicious and nosey, you never would have known a thing about it.",6.2,3.87,5.795,positive,4 out of 6,"['neg-suspicious', 'would', 'know', 'thing']","['suspicious', 'nosey', 'never', 'would', 'know', 'thing']"
25,"Ses01F_script03_2_M008 [060.8262-064.8857]: That's a nice point of view, I must say.",6.086,3.844,6.303999999999999,positive,5 out of 5,"['nice', 'point', 'view', 'must', 'say']","['nice', 'point', 'view', 'must', 'say']"
26,Ses01F_script03_2_F008 [064.3325-067.5625]: Oh dear.,N/A,N/A,N/A,N/A,0,N/A,"['oh', 'dear']"
27,I'm bored with this conversation.,6.72,2.65,6.28,positive,1 out of 2,['conversation'],"['bore', 'conversation']"
28,Ses01F_script03_2_M009 [067.0600-074.0100]: So am I.  I'm bored stiff.,3.62,3.825,4.955,negative,2 out of 2,"['bored', 'stiff']","['bored', 'stiff']"
29,[GARBAGE]  Do you want some brandy?,4.85,4.33,5.346666666666667,neutral,3 out of 3,"['garbage', 'want', 'brandy']","['garbage', 'want', 'brandy']"
30,Ses01F_script03_2_F009 [073.6900-076.1625]: No.,N/A,N/A,N/A,N/A,0,N/A,[]
31,Thank you.,7.77,3.33,6.89,positive,1 out of 1,['thank'],['thank']
32,"Ses01F_script03_2_M010 [075.9600-078.6500]: I'll have a little, I think.",6.295,3.975,5.84,positive,2 out of 2,"['little', 'think']","['little', 'think']"
33,"Ses01F_script03_2_F010 [078.2197-081.8200]: I don't know why you'd want any, you've already had three glasses.",5.0225,4.6425,5.12,neutral,4 out of 5,"['neg-know', 'want', 'three', 'glass']","['know', 'want', 'already', 'three', 'glass']"
34,Ses01F_script03_2_M011 [081.3800-084.9165]: No particular reason.,4.34,6.385,3.1799999999999997,neutral,2 out of 2,"['neg-particular', 'neg-reason']","['particular', 'reason']"
35,"Anyhow, they are very small ones.",5.925,3.05,5.045,neutral,2 out of 3,"['small', 'one']","['anyhow', 'small', 'one']"
36,Ses01F_script03_2_F011 [084.4600-088.9700]: I just think it's silly to go on and on and on about such a thing.,6.3175,4.2250000000000005,5.9350000000000005,positive,4 out of 4,"['think', 'silly', 'go', 'thing']","['think', 'silly', 'go', 'thing']"
