Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses03M_script01_1_F000 [006.6092-011.7770]: What's he going to say?,6.115,4.645,6.105,positive,2 out of 2,"['go', 'say']","['go', 'say']"
2,Maybe we ought to talk to him before he sees it.,5.97,3.4266666666666667,5.61,neutral,3 out of 4,"['ought', 'talk', 'see']","['maybe', 'ought', 'talk', 'see']"
3,Ses03M_script01_1_M000 [011.4606-014.6773]: He saw it.,4.16,4.18,4.67,neutral,1 out of 1,['saw'],['saw']
4,Ses03M_script01_1_F001 [014.5015-019.6517]: What do you mean.,2.43,4.81,4.17,negative,1 out of 1,['mean'],['mean']
5,He couldn't have seen it.,3.7300000000000004,6.1,4.0,negative,1 out of 2,['neg-see'],"['could', 'see']"
6,"I was the first one up, he was still in bed.",6.86,3.5233333333333334,6.223333333333334,positive,3 out of 4,"['first', 'one', 'bed']","['first', 'one', 'still', 'bed']"
7,Ses03M_script01_1_M001 [019.2650-021.9192]: He was out there when it happened.,5.5,3.43,5.53,neutral,1 out of 1,['happen'],['happen']
8,Ses03M_script01_1_F002 [021.3040-023.5188]: When?,N/A,N/A,N/A,N/A,0,N/A,[]
9,Ses03M_script01_1_M002 [023.1025-032.3525]: About four in the morning.,5.835,3.67,6.0,neutral,2 out of 2,"['four', 'morning']","['four', 'morning']"
10,I heard a crack and I looked out and he was standing right there when it happened.,5.566666666666666,4.026666666666666,6.098333333333334,neutral,6 out of 6,"['hear', 'crack', 'look', 'stand', 'right', 'happen']","['hear', 'crack', 'look', 'stand', 'right', 'happen']"
11,F: What was he doing--?,N/A,N/A,N/A,N/A,0,N/A,['f']
12,Ses03M_script01_1_F003 [031.8506-034.5927]: Well what was he doing out at four in the morning?,5.835,3.67,6.0,neutral,2 out of 3,"['four', 'morning']","['well', 'four', 'morning']"
13,Ses03M_script01_1_M003 [034.2060-040.1648]: I don't know.,3.1799999999999997,6.76,4.22,negative,1 out of 1,['neg-know'],['know']
14,But after it cracked he ran back into the house and he cried in the kitchen.,5.071666666666667,4.333333333333333,5.156666666666666,neutral,6 out of 6,"['crack', 'run', 'back', 'house', 'cry', 'kitchen']","['crack', 'run', 'back', 'house', 'cry', 'kitchen']"
15,Ses03M_script01_1_F004 [040.0593-042.3795]: Did you talk to him?,6.64,3.38,6.44,positive,1 out of 1,['talk'],['talk']
16,Ses03M_script01_1_M004 [041.7292-047.2837]: No.,N/A,N/A,N/A,N/A,0,N/A,[]
17,I figured the best thing to do was leave him alone.,4.7924999999999995,3.895,5.1925,neutral,4 out of 5,"['figure', 'thing', 'leave', 'alone']","['figure', 'best', 'thing', 'leave', 'alone']"
18,Ses03M_script01_1_F005 [047.5298-049.4985]: He cried hard?,3.785,4.975,3.76,negative,2 out of 2,"['cry', 'hard']","['cry', 'hard']"
19,Ses03M_script01_1_M005 [049.0414-051.4320]: I could hear it right through the floor.,6.38,3.9833333333333334,6.753333333333333,positive,3 out of 4,"['hear', 'right', 'floor']","['could', 'hear', 'right', 'floor']"
20,"Ses03M_script01_1_F006 [051.5374-054.8596]: God, what was he doing out there anyway?",5.9,5.56,5.0,neutral,1 out of 2,['god'],"['god', 'anyway']"
21,Ses03M_script01_1_F007 [054.9651-059.2013]: Starting to dream about him again.,6.92,4.59,5.45,positive,2 out of 2,"['start', 'dream']","['start', 'dream']"
22,He's walking around at night again.,6.725,3.4050000000000002,5.525,positive,2 out of 3,"['walk', 'night']","['walk', 'around', 'night']"
23,Ses03M_script01_1_M006 [058.7443-061.4160]: I guess he is.,5.18,3.86,4.89,neutral,1 out of 1,['guess'],['guess']
24,"Ses03M_script01_1_F008 [061.0118-066.7850]: He's getting just like he did after he died, you know?",5.505,4.5525,5.2475000000000005,neutral,4 out of 4,"['get', 'like', 'die', 'know']","['get', 'like', 'die', 'know']"
25,"What, what, what's the meaning of this?",6.45,4.05,6.53,positive,1 out of 1,['meaning'],['meaning']
26,Ses03M_script01_1_M007 [066.2323-072.5602]: I don't know.,3.1799999999999997,6.76,4.22,negative,1 out of 1,['neg-know'],['know']
27,"But I know one thing mom, we made a terrible mistake with dad.",5.54,3.875,5.43375,neutral,8 out of 8,"['know', 'one', 'thing', 'mom', 'make', 'terrible', 'mistake', 'dad']","['know', 'one', 'thing', 'mom', 'make', 'terrible', 'mistake', 'dad']"
28,Ses03M_script01_1_F009 [071.9274-073.9489]: What?,N/A,N/A,N/A,N/A,0,N/A,[]
29,Ses03M_script01_1_M008 [073.2985-078.5718]: Being dishonest with him.,3.0,4.95,5.0,negative,1 out of 1,['dishonest'],['dishonest']
30,That kind of thing always pays off and now it's paying off.,6.4475,3.7750000000000004,6.4225,positive,4 out of 5,"['kind', 'thing', 'pay', 'pay']","['kind', 'thing', 'always', 'pay', 'pay']"
31,Ses03M_script01_1_F010 [077.8159-079.6950]: What do you mean dishonest?,2.715,4.88,4.585,negative,2 out of 2,"['mean', 'dishonest']","['mean', 'dishonest']"
32,Ses03M_script01_1_M009 [079.1870-087.9758]: You know that Larry's not coming back and I know that too.,5.8100000000000005,5.08,5.1,neutral,4 out of 5,"['know', 'neg-come', 'neg-back', 'know']","['know', 'larry', 'come', 'back', 'know']"
33,Why we both go on letting him think that we both believe with him.,6.5,3.6625,6.1125,positive,4 out of 4,"['go', 'let', 'think', 'believe']","['go', 'let', 'think', 'believe']"
34,Ses03M_script01_1_F011 [087.5187-090.4366]: What are you going to do?,6.32,4.86,5.33,positive,1 out of 1,['go'],['go']
35,You want to argue with him?,4.575,5.98,5.08,neutral,2 out of 2,"['want', 'argue']","['want', 'argue']"
36,"Ses03M_script01_1_M010 [090.0851-096.7118]: No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",5.7628571428571425,3.454285714285714,5.551428571428572,neutral,7 out of 10,"['neg-want', 'neg-argue', 'time', 'realize', 'believe', 'come', 'back']","['want', 'argue', 'time', 'realize', 'nobody', 'believe', 'larry', 'come', 'back', 'anymore']"
37,Ses03M_script01_1_M011 [096.7470-110.3169]: Why shouldn't he walk around and dream at him at night.,5.78,4.9,4.93,neutral,3 out of 4,"['neg-walk', 'dream', 'night']","['walk', 'around', 'dream', 'night']"
38,Walk around.,6.77,3.24,5.83,positive,1 out of 2,['walk'],"['walk', 'around']"
39,Why shouldn't he walk around?,3.2300000000000004,6.76,4.17,negative,1 out of 2,['neg-walk'],"['walk', 'around']"
40,"Why shouldn't he dream of him, walk around at night waiting for him?",5.1425,4.015,5.24,neutral,4 out of 5,"['neg-dream', 'walk', 'night', 'wait']","['dream', 'walk', 'around', 'night', 'wait']"
41,Do we contradict him?,3.58,4.25,4.83,negative,1 out of 1,['contradict'],['contradict']
42,Do we say flat out that we don't have anymore hope?,4.286666666666666,4.06,4.7,neutral,3 out of 4,"['say', 'flat', 'neg-hope']","['say', 'flat', 'anymore', 'hope']"
43,Ses03M_script01_1_M012 [110.3520-113.4632]: That we haven't had any hope for years now?,4.135,4.02,4.515,neutral,2 out of 2,"['neg-hope', 'year']","['hope', 'year']"
44,Ses03M_script01_1_F012 [113.1996-116.0999]: You can't say that to him.,4.09,5.57,3.12,neutral,1 out of 2,['neg-say'],"['ca', 'say']"
45,Ses03M_script01_1_M013 [115.5726-117.6116]: We got to say it to him.,6.0,4.05,6.265000000000001,neutral,2 out of 2,"['get', 'say']","['get', 'say']"
46,Ses03M_script01_1_F013 [117.0666-119.8625]: How are you going to prove it?,6.16,4.055,5.555,positive,2 out of 2,"['go', 'prove']","['go', 'prove']"
47,Can you prove it?,6.0,3.25,5.78,neutral,1 out of 1,['prove'],['prove']
48,Ses03M_script01_1_M014 [119.4396-125.1699]: Larry's been gone for three years.,5.833333333333333,3.856666666666667,5.53,neutral,3 out of 4,"['go', 'three', 'year']","['larry', 'go', 'three', 'year']"
49,For god sakes no one comes back after three years.,5.098333333333334,5.573333333333333,4.923333333333334,neutral,6 out of 7,"['god', 'neg-one', 'neg-come', 'neg-back', 'three', 'year']","['god', 'sakes', 'one', 'come', 'back', 'three', 'year']"
50,It's insane.,2.55,5.14,3.74,negative,1 out of 1,['insane'],['insane']
51,"Ses03M_script01_1_F014 [124.5723-128.6327]: To you maybe, to me, but not to your father.",3.12,6.32,4.81,negative,1 out of 2,['neg-father'],"['maybe', 'father']"
52,"I mean,
Ses03M_script01_1_F015 [128.6854-136.6656]: he still thinks he's alive still.",5.226666666666667,4.83,5.8133333333333335,neutral,3 out of 5,"['mean', 'think', 'alive']","['mean', 'still', 'think', 'alive', 'still']"
53,I mean you could talk yourself blue in the face and there's no body and there's no grave so where are you?,5.601666666666667,4.551666666666667,5.4783333333333335,neutral,6 out of 7,"['mean', 'talk', 'blue', 'face', 'neg-body', 'neg-grave']","['mean', 'could', 'talk', 'blue', 'face', 'body', 'grave']"
54,"Ses03M_script01_1_M015 [136.0504-140.6733]: Listen mom, just, sit down.",6.79,3.8566666666666665,5.97,positive,3 out of 3,"['listen', 'mom', 'sit']","['listen', 'mom', 'sit']"
55,I want to talk to you.,6.32,4.335,5.915,positive,2 out of 2,"['want', 'talk']","['want', 'talk']"
56,Ses03M_script01_1_F016 [140.0581-148.8821]: No.,N/A,N/A,N/A,N/A,0,N/A,[]
57,It's his god damned newspapers is what it is.,5.505000000000001,4.115,5.025,neutral,2 out of 3,"['god', 'newspaper']","['god', 'damned', 'newspaper']"
58,Now every month there's a new boy comes home and Larry's going to be the next one.,6.404285714285714,3.967142857142857,5.6242857142857146,positive,7 out of 10,"['month', 'new', 'boy', 'come', 'home', 'go', 'one']","['every', 'month', 'new', 'boy', 'come', 'home', 'larry', 'go', 'next', 'one']"
59,Ses03M_script01_1_M016 [145.6450-149.2160]: Alright.,N/A,N/A,N/A,N/A,0,N/A,['alright']
60,Alright.,N/A,N/A,N/A,N/A,0,N/A,['alright']
61,Alright just listen.,6.91,3.76,5.56,positive,1 out of 2,['listen'],"['alright', 'listen']"
62,"Ses03M_script01_1_M017 [149.6027-153.3625]: You know why I asked Annie here, right?",6.696666666666667,3.9066666666666667,6.41,positive,3 out of 4,"['know', 'ask', 'right']","['know', 'ask', 'annie', 'right']"
63,Ses03M_script01_1_F017 [152.8722-155.0166]: Why?,N/A,N/A,N/A,N/A,0,N/A,[]
