Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses05M_script03_1_M000 [003.1147-005.5100]: Oh Good God.,6.895,4.609999999999999,5.705,positive,2 out of 3,"['good', 'god']","['oh', 'good', 'god']"
2,Ses05M_script03_1_F000 [005.1500-006.5000]: Do you think it's them?,6.68,3.75,6.5,positive,1 out of 1,['think'],['think']
3,Ses05M_script03_1_M001 [006.0800-007.8745]: I wonder.,6.68,4.38,6.44,positive,1 out of 1,['wonder'],['wonder']
4,"Ses05M_script03_1_F001 [007.7000-011.1200]: what, Nobody knows we are here except Freda and she wouldn't ring up.",5.213333333333334,4.206666666666667,5.426666666666667,neutral,3 out of 6,"['know', 'would', 'neg-ring']","['nobody', 'know', 'except', 'freda', 'would', 'ring']"
5,Ses05M_script03_1_M002 [010.6800-012.8100]: Must be them then?,5.45,4.1,5.06,neutral,1 out of 1,['must'],['must']
6,Ses05M_script03_1_F002 [012.3000-014.6700]: What do we do?,N/A,N/A,N/A,N/A,0,N/A,[]
7,"Ses05M_script03_1_M003 [014.0600-017.1100]: We're all right, aren't we, darling, whatever happens?",5.166666666666667,4.826666666666666,5.75,neutral,3 out of 4,"['right', 'neg-darling', 'happen']","['right', 'darling', 'whatever', 'happen']"
8,"Ses05M_script03_1_F003 [016.6700-018.9500]: Now and always, my sweet.",7.77,4.14,6.12,positive,1 out of 2,['sweet'],"['always', 'sweet']"
9,Ses05M_script03_1_M004 [018.4300-020.5800]: I don't care then.,2.3600000000000003,7.33,3.4400000000000004,negative,1 out of 1,['neg-care'],['care']
10,Ses05M_script03_1_F004 [020.1800-022.9600]: It was bound to happen sooner or later.,5.16,3.9800000000000004,4.885,neutral,2 out of 4,"['bind', 'happen']","['bind', 'happen', 'sooner', 'later']"
11,Ses05M_script03_1_M005 [022.3800-031.0100]: Hello?,N/A,N/A,N/A,N/A,0,N/A,['hello']
12,Hello?,N/A,N/A,N/A,N/A,0,N/A,['hello']
13,What?,N/A,N/A,N/A,N/A,0,N/A,[]
14,Wrong number.,4.415,4.395,4.76,neutral,2 out of 2,"['wrong', 'number']","['wrong', 'number']"
15,"Ses05M_script03_1_F005 [030.4200-033.0800]: Oh, it sent shivers up my spine.",5.04,3.74,4.833333333333333,neutral,3 out of 4,"['send', 'shiver', 'spine']","['oh', 'send', 'shiver', 'spine']"
16,"Ses05M_script03_1_M006 [032.3100-035.2500]: Oh, what shall we do if they suddenly walk in on us.",6.3149999999999995,3.38,5.859999999999999,positive,2 out of 5,"['shall', 'walk']","['oh', 'shall', 'suddenly', 'walk', 'us']"
17,Ses05M_script03_1_F006 [034.4000-036.3400]: Behave exquisitely.,6.25,3.72,7.05,positive,1 out of 2,['behave'],"['behave', 'exquisitely']"
18,Ses05M_script03_1_M007 [035.5600-038.0200]: With the worst- with the most perfect poise?,6.345000000000001,4.24,6.365,positive,2 out of 3,"['perfect', 'poise']","['worst', 'perfect', 'poise']"
19,Ses05M_script03_1_F007 [037.5500-040.3200]: I shall probably do a Court Curtsey.,4.69,3.9749999999999996,4.915,neutral,2 out of 4,"['shall', 'court']","['shall', 'probably', 'court', 'curtsey']"
20,"Ses05M_script03_1_M008 [039.4700-044.0700]: Uhh, It's amazing how once you feel--
Ses05M_script03_1_M009 [047.5400-051.4600]: things that ought to matter most dreadfully don't matter at all when one's happy, do they?",6.1375,4.40625,5.6125,positive,8 out of 10,"['amazing', 'feel', 'thing', 'ought', 'matter', 'neg-matter', 'one', 'happy']","['uhh', 'amazing', 'feel', 'thing', 'ought', 'matter', 'dreadfully', 'matter', 'one', 'happy']"
21,Ses05M_script03_1_F008 [050.8400-053.4900]: What's so horrible is that one can't stay happy.,3.4524999999999997,4.8575,4.45,negative,4 out of 5,"['horrible', 'one', 'neg-stay', 'neg-happy']","['horrible', 'one', 'ca', 'stay', 'happy']"
22,"Ses05M_script03_1_M010 [053.1200-055.3300]: Uhh, You mustn't say that, my darling.",5.62,4.54,4.54,neutral,3 out of 4,"['must', 'neg-say', 'darling']","['uhh', 'must', 'say', 'darling']"
23,"Ses05M_script03_1_F009 [054.6500-058.2700]: Well, it's true.",7.51,4.98,7.0,positive,1 out of 2,['true'],"['well', 'true']"
24,The whole business is a very poor joke.,5.7225,4.3975,5.345,neutral,4 out of 4,"['whole', 'business', 'poor', 'joke']","['whole', 'business', 'poor', 'joke']"
25,"Ses05M_script03_1_M011 [057.7200-061.1900]: Being that sacred and wonderful thing, love.",6.9775,4.59,5.91,positive,4 out of 4,"['sacred', 'wonderful', 'thing', 'love']","['sacred', 'wonderful', 'thing', 'love']"
26,Ses05M_script03_1_F010 [060.6600-062.3500]: Meaning just that.,2.43,4.81,4.17,negative,1 out of 1,['mean'],['mean']
