Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,"Ses05F_impro02_F000 [005.1700-007.6605]: baby, I need you to sit down.",5.98,3.9433333333333334,5.3533333333333335,neutral,3 out of 3,"['baby', 'need', 'sit']","['baby', 'need', 'sit']"
2,Ses05F_impro02_M000 [007.6018-010.4300]: What is it?,N/A,N/A,N/A,N/A,0,N/A,[]
3,Ses05F_impro02_F001 [012.3000-014.4800]: um.,N/A,N/A,N/A,N/A,0,N/A,['um']
4,Ses05F_impro02_M001 [015.5400-018.2200]: You can say it.,5.91,4.43,6.88,neutral,1 out of 1,['say'],['say']
5,Ses05F_impro02_F002 [019.0000-024.6600]: I'm sorry.,4.81,4.62,5.65,neutral,1 out of 1,['sorry'],['sorry']
6,It's just a lot ahh to explain.,5.41,4.0,6.22,neutral,1 out of 3,['explain'],"['lot', 'ahh', 'explain']"
7,"ahh I got a call--
Ses05F_impro02_M002 [023.2800-024.8100]: Are you all right?",6.53,3.986666666666667,6.140000000000001,positive,3 out of 4,"['get', 'call', 'right']","['ahh', 'get', 'call', 'right']"
8,"Ses05F_impro02_F003 [024.7000-028.4600]: Yeah, um everything's fine so far.",6.5,3.86,5.78,positive,1 out of 5,['fine'],"['yeah', 'um', 'everything', 'fine', 'far']"
9,"um
Ses05F_impro02_F004 [028.8000-031.1014]: I got a call today,
Ses05F_impro02_FXX0 [031.6581-032.7521]: And um--
Ses05F_impro02_M003 [031.5600-033.2600]: okay.",6.135,3.48,5.630000000000001,positive,2 out of 6,"['get', 'call']","['um', 'get', 'call', 'today', 'um', 'okay']"
10,Ses05F_impro02_F005 [033.6400-037.1300]: I'm going to need to go overseas for a while.,6.03,4.463333333333334,5.24,positive,3 out of 4,"['go', 'need', 'go']","['go', 'need', 'go', 'overseas']"
11,Ses05F_impro02_M004 [038.4900-040.6800]: You got called up.,6.135,3.48,5.630000000000001,positive,2 out of 2,"['get', 'call']","['get', 'call']"
12,Ses05F_impro02_F006 [040.9200-042.2900]: Iraq.,N/A,N/A,N/A,N/A,0,N/A,['iraq']
13,Ses05F_impro02_M005 [041.8900-044.9700]: I thought you said this wasn't going to happen for at least a year.,5.304,4.644,5.6659999999999995,neutral,5 out of 6,"['think', 'say', 'neg-go', 'neg-happen', 'year']","['think', 'say', 'go', 'happen', 'least', 'year']"
14,Ses05F_impro02_F007 [044.4900-047.6500]: I'm sorry.,4.81,4.62,5.65,neutral,1 out of 1,['sorry'],['sorry']
15,I thought so.,6.68,3.75,6.5,positive,1 out of 1,['think'],['think']
16,"""sigh""
Ses05F_impro02_M006 [050.1000-052.3200]: What am I going to do?",5.305,3.8850000000000002,5.165,neutral,2 out of 2,"['sigh', 'go']","['sigh', 'go']"
