Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses03F_impro06_M000 [005.7363-008.1500]: How you doing?,N/A,N/A,N/A,N/A,0,N/A,[]
2,Ses03F_impro06_F000 [008.3440-012.1707]: Okay.,N/A,N/A,N/A,N/A,0,N/A,['okay']
3,Ses03F_impro06_F001 [013.5951-016.7102]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
4,Wow.,N/A,N/A,N/A,N/A,0,N/A,['wow']
5,Ses03F_impro06_M001 [015.9759-019.0242]: We're all going to miss him.,5.21,4.38,5.225,neutral,2 out of 2,"['go', 'miss']","['go', 'miss']"
6,Ses03F_impro06_F002 [019.1355-023.5856]: Mmm hmm.,N/A,N/A,N/A,N/A,0,N/A,"['mmm', 'hmm']"
7,"I never knew it was going to be this hard, you know.",6.077500000000001,3.96,5.4625,positive,4 out of 5,"['know', 'go', 'hard', 'know']","['never', 'know', 'go', 'hard', 'know']"
8,"Ses03F_impro06_F003 [025.4324-031.1063]: It's weird 'cause it's like you expected it to happen and eventually-
Ses03F_impro06_F004 [031.2621-034.7999]: he had cancer, you know?",5.45,4.226666666666667,5.0216666666666665,neutral,6 out of 7,"['weird', 'like', 'expect', 'happen', 'cancer', 'know']","['weird', 'like', 'expect', 'happen', 'eventually', 'cancer', 'know']"
9,"Ses03F_impro06_MXX0 [033.0941-033.6931]: Mmm, Hmm.",N/A,N/A,N/A,N/A,0,N/A,"['mmm', 'hmm']"
10,"Ses03F_impro06_F005 [034.8667-043.5889]: They thought he got--would get better and he did, and then it just- things turned bad.",5.572857142857143,3.81,5.512857142857143,neutral,7 out of 8,"['think', 'get', 'would', 'get', 'thing', 'turn', 'bad']","['think', 'get', 'would', 'get', 'better', 'thing', 'turn', 'bad']"
11,"Ses03F_impro06_F006 [043.8114-047.4382]: Turned around for the worst, you know.",6.135,3.3600000000000003,5.83,positive,2 out of 4,"['turn', 'know']","['turn', 'around', 'worst', 'know']"
12,"Ses03F_impro06_M002 [048.6398-055.4484]: I didn't know him, Tricia, but uh- I heard that he was a great man.",5.695,4.72,5.755,neutral,4 out of 6,"['neg-know', 'hear', 'great', 'man']","['know', 'tricia', 'uh', 'hear', 'great', 'man']"
13,Ses03F_impro06_F007 [054.3359-057.1617]: He was amazing.,7.72,6.05,6.83,positive,1 out of 1,['amazing'],['amazing']
14,Ses03F_impro06_F008 [057.3397-060.0098]: I loved that boy.,6.92,4.735,5.71,positive,2 out of 2,"['love', 'boy']","['love', 'boy']"
15,"Ses03F_impro06_F009 [060.0766-063.3252]: We did everything together, you know.",6.82,3.24,5.78,positive,1 out of 3,['know'],"['everything', 'together', 'know']"
16,"Ses03F_impro06_F010 [063.7924-073.8052]: It's weird, I think.",5.885,4.02,5.625,neutral,2 out of 2,"['weird', 'think']","['weird', 'think']"
17,"I feel so alone, you know?",5.6466666666666665,3.763333333333333,5.26,neutral,3 out of 3,"['feel', 'alone', 'know']","['feel', 'alone', 'know']"
18,What am I going to do now?,6.32,4.86,5.33,positive,1 out of 1,['go'],['go']
19,Now that he's gone.,6.32,4.86,5.33,positive,1 out of 1,['go'],['go']
20,Ses03F_impro06_F011 [074.5172-079.0786]: He's so young.,6.31,4.09,5.6,positive,1 out of 1,['young'],['young']
