Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
1,Ses05F_script02_1_M000 [006.8800-016.2270]: What time is it?,5.6,3.41,4.36,neutral,1 out of 1,['time'],['time']
2,Isn't it supposed to start running around midnight?,5.9325,5.1925,5.5225,neutral,4 out of 5,"['neg-suppose', 'start', 'run', 'midnight']","['suppose', 'start', 'run', 'around', 'midnight']"
3,"This is great, isn't it?",7.5,4.14,6.65,positive,1 out of 1,['great'],['great']
4,Look at this great night we got here.,6.555,3.7849999999999997,5.85,positive,4 out of 4,"['look', 'great', 'night', 'get']","['look', 'great', 'night', 'get']"
5,"Couldn't be better--
Ses05F_script02_1_M001 [016.2508-022.6606]: actually I was hoping to go a little bit further up the coast to get away from the lights and the people but I was afraid I will miss it.",5.376,4.078,5.163,neutral,10 out of 14,"['hop', 'go', 'little', 'bit', 'coast', 'get', 'light', 'people', 'afraid', 'miss']","['could', 'better', 'actually', 'hop', 'go', 'little', 'bit', 'coast', 'get', 'away', 'light', 'people', 'afraid', 'miss']"
6,How are you doing?,N/A,N/A,N/A,N/A,0,N/A,[]
7,Ses05F_script02_1_F000 [022.9600-024.8051]: Fine.,6.5,3.86,5.78,positive,1 out of 1,['fine'],['fine']
8,"Ses05F_script02_1_M002 [024.7200-038.9590]: Is that--no, no no is that foam?",4.75,7.1,4.9,neutral,1 out of 1,['neg-foam'],['foam']
9,"I can't even tell, although if I- if I can't tell, it probably isn't it?",4.73,6.140000000000001,5.06,neutral,2 out of 7,"['neg-tell', 'neg-tell']","['ca', 'even', 'tell', 'although', 'ca', 'tell', 'probably']"
10,"Right It'll probably be unmistakable, but don't you think?",5.58,5.193333333333333,5.506666666666667,neutral,3 out of 4,"['right', 'unmistakable', 'neg-think']","['right', 'probably', 'unmistakable', 'think']"
11,How you doing?,N/A,N/A,N/A,N/A,0,N/A,[]
12,"Ses05F_script02_1_M003 [038.9828-046.0000]: Oh no, you know what I did.",3.1799999999999997,6.76,4.22,negative,1 out of 2,['neg-know'],"['oh', 'know']"
13,I forgot my flashlight.,4.865,4.234999999999999,4.779999999999999,neutral,2 out of 2,"['forget', 'flashlight']","['forget', 'flashlight']"
14,How could I be so stupid?,2.84,4.34,4.03,negative,1 out of 2,['stupid'],"['could', 'stupid']"
15,I can't believe I forgot my flashlight.,5.073333333333333,5.426666666666667,5.333333333333333,neutral,3 out of 4,"['neg-believe', 'neg-forget', 'flashlight']","['ca', 'believe', 'forget', 'flashlight']"
16,Ses05F_script02_1_F001 [045.2100-047.1300]: What flashlight?,6.0,4.04,6.06,neutral,1 out of 1,['flashlight'],['flashlight']
17,"Ses05F_script02_1_M004 [046.5700-049.2500]: The flashlight, the silver one, there's only one, isn't there?",6.415,3.3449999999999998,6.057499999999999,positive,4 out of 4,"['flashlight', 'silver', 'one', 'one']","['flashlight', 'silver', 'one', 'one']"
18,Ses05F_script02_1_F002 [048.2700-050.7900]: It's not your flashlight.,4.0,5.96,3.9400000000000004,neutral,1 out of 1,['neg-flashlight'],['flashlight']
19,Ses05F_script02_1_M005 [049.9600-051.9300]: Whose is it?,N/A,N/A,N/A,N/A,0,N/A,['whose']
20,Ses05F_script02_1_F003 [051.3700-055.5800]: It's ours- our flashlight.,6.0,4.04,6.06,neutral,1 out of 1,['flashlight'],['flashlight']
21,It's yours and mine.,N/A,N/A,N/A,N/A,0,N/A,['mine']
22,"Ses05F_script02_1_M006 [054.6141-055.9800]: Well, Sure.",6.64,3.48,6.82,positive,1 out of 2,['sure'],"['well', 'sure']"
23,"Ses05F_script02_1_F004 [055.6864-061.2400]: I mean you keep saying ,my flashlight, as if it's somehow just yours.",5.165,4.1775,5.705,neutral,4 out of 5,"['mean', 'keep', 'say', 'flashlight']","['mean', 'keep', 'say', 'flashlight', 'somehow']"
24,How's that suppose to make me feel?,5.876666666666666,3.683333333333333,5.61,neutral,3 out of 3,"['suppose', 'make', 'feel']","['suppose', 'make', 'feel']"
25,"Ses05F_script02_1_M007 [059.8800-069.6700]: No, Of course, you are right.",7.32,5.0,7.16,positive,1 out of 2,['right'],"['course', 'right']"
26,Our flashlight.,6.0,4.04,6.06,neutral,1 out of 1,['flashlight'],['flashlight']
27,Me flashlight is you flashlight naturally.,6.0,4.04,6.06,neutral,2 out of 3,"['flashlight', 'flashlight']","['flashlight', 'flashlight', 'naturally']"
28,How can we not think to bring it?,3.8200000000000003,5.98,3.89,negative,2 out of 2,"['neg-think', 'neg-bring']","['think', 'bring']"
29,"Ses05F_script02_1_M008 [069.7211-078.1400]: Well, I hope the moon stays out.",6.873333333333333,3.9533333333333336,6.2,positive,3 out of 4,"['hope', 'moon', 'stay']","['well', 'hope', 'moon', 'stay']"
30,"Well, I wonder do they always wander during a full moon?",6.395,3.675,5.915,positive,4 out of 6,"['wonder', 'wander', 'full', 'moon']","['well', 'wonder', 'always', 'wander', 'full', 'moon']"
31,"I can't remember, wasn't it full last year?",4.416666666666667,5.569999999999999,4.48,neutral,3 out of 5,"['neg-remember', 'neg-full', 'year']","['ca', 'remember', 'full', 'last', 'year']"
32,Do you remember?,6.5,3.14,6.31,positive,1 out of 1,['remember'],['remember']
33,Ses05F_script02_1_F005 [077.8800-079.0300]: yes.,N/A,N/A,N/A,N/A,0,N/A,['yes']
34,Ses05F_script02_1_M009 [079.8900-088.7360]: Are you cold?,4.32,3.55,5.17,neutral,1 out of 1,['cold'],['cold']
35,You want my jacket?,5.93,4.32,6.14,neutral,2 out of 2,"['want', 'jacket']","['want', 'jacket']"
36,We should have bought a blanket.,6.9350000000000005,3.26,6.765000000000001,positive,2 out of 2,"['buy', 'blanket']","['buy', 'blanket']"
37,Our blanket-.,7.05,2.23,6.75,positive,1 out of 1,['blanket'],['blanket']
38,"This is great, isn't it?",7.5,4.14,6.65,positive,1 out of 1,['great'],['great']
39,Ses05F_script02_1_M010 [088.7598-100.1973]: I didn't even think to bring a six-pack.,4.5,5.27,4.609999999999999,neutral,2 out of 3,"['neg-think', 'bring']","['even', 'think', 'bring']"
40,A six-pack would be just the thing right about now.,6.26,4.08,6.17,positive,3 out of 3,"['would', 'thing', 'right']","['would', 'thing', 'right']"
41,I can't believe I forgot.,4.609999999999999,6.12,4.970000000000001,neutral,2 out of 3,"['neg-believe', 'neg-forget']","['ca', 'believe', 'forget']"
42,"And look at kid, I am surprise I make it out of the house about flies it.",6.66,4.593333333333334,5.631666666666667,positive,6 out of 6,"['look', 'kid', 'surprise', 'make', 'house', 'fly']","['look', 'kid', 'surprise', 'make', 'house', 'fly']"
43,"Ses05F_script02_1_M011 [100.2500-108.8959]: [LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around
Ses05F_script02_1_F006 [107.5364-108.9661]: I am cold.",6.142222222222222,4.155555555555556,5.85,positive,9 out of 10,"['laughter', 'wonder', 'hear', 'talk', 'feel', 'vibration', 'sand', 'move', 'cold']","['laughter', 'wonder', 'hear', 'talk', 'feel', 'vibration', 'sand', 'move', 'around', 'cold']"
44,Ses05F_script02_1_M012 [108.9423-110.8723]: you want my jacket?,5.93,4.32,6.14,neutral,2 out of 2,"['want', 'jacket']","['want', 'jacket']"
45,"Ses05F_script02_1_F007 [111.2300-113.7400]: It's after eleven, let's go home.",6.1875,3.6,5.84,positive,4 out of 4,"['eleven', 'let', 'go', 'home']","['eleven', 'let', 'go', 'home']"
46,Ses05F_script02_1_M013 [113.5000-119.7100]: Are you kidding?,7.23,4.71,4.83,positive,1 out of 1,['kid'],['kid']
47,We'd miss it.,4.1,3.9,5.12,neutral,1 out of 1,['miss'],['miss']
48,"We just got here, what's the point of coming out here if we are just going to leave.",5.636,4.088,5.732,neutral,5 out of 5,"['get', 'point', 'come', 'go', 'leave']","['get', 'point', 'come', 'go', 'leave']"
49,Ses05F_script02_1_F008 [119.4100-121.9300]: There is no point in coming out here.,4.455,6.285,3.895,neutral,2 out of 2,"['neg-point', 'neg-come']","['point', 'come']"
50,Ses05F_script02_1_M014 [121.1100-122.5243]: Right.,7.32,5.0,7.16,positive,1 out of 1,['right'],['right']
51,Ses05F_script02_1_F009 [122.5400-124.4800]: That's my point.,5.45,3.86,6.27,neutral,1 out of 1,['point'],['point']
52,Ses05F_script02_1_M015 [123.4100-125.1400]: That's my point too.,5.45,3.86,6.27,neutral,1 out of 1,['point'],['point']
53,Ses05F_script02_1_F010 [124.5259-125.7887]: So let's go.,6.135,3.785,5.695,positive,2 out of 2,"['let', 'go']","['let', 'go']"
54,"Ses05F_script02_1_M016 [125.3700-133.6520]: No, no, no.",N/A,N/A,N/A,N/A,0,N/A,[]
55,That's not my point.,4.55,6.140000000000001,3.7300000000000004,neutral,1 out of 1,['neg-point'],['point']
56,My point is what's the point in coming down here if we are just going to turn around and go home.,6.015714285714286,4.038571428571428,5.97,positive,7 out of 8,"['point', 'point', 'come', 'go', 'turn', 'go', 'home']","['point', 'point', 'come', 'go', 'turn', 'around', 'go', 'home']"
